movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
4562,Movie 4562,Comedy,8.3,10,,Scorsese,,2021
4563,Movie 4563,Horror,7.5,150,300,Scorsese,Actor B,2019
4564,Movie 4564,Action,6.3,150,,Rajamouli,,2021
4565,Movie 4565,Sci-Fi,7.7,60,,Tarantino,Actor B,2019
4566,Movie 4566,Sci-Fi,4.1,100,600,Cameron,Actor B,
4567,Movie 4567,Thriller,8.5,150,300,Nolan,Actor A,2021
4568,Movie 4568,Sci-Fi,5.4,150,,Rajamouli,Actor D,2021
4569,Movie 4569,Sci-Fi,6.7,10,20,Cameron,Actor A,2018
4570,Movie 4570,Comedy,7.5,10,600,Spielberg,Actor D,2016
4571,Movie 4571,Sci-Fi,8.3,,,,Actor E,2021
4572,Movie 4572,Romance,7.4,30,600,,,2019
,Movie 4573,Horror,4.4,100,150,Tarantino,,2019
4574,Movie 4574,Action,6.4,150,150,Tarantino,Actor E,2016
4575,Movie 4574,Romance,4.8,30,,Spielberg,Actor A,2021
4576,Movie 4576,Fantasy,4,150,,Nolan,,2018
4577,Movie 4577,Thriller,7.5,10,20,Nolan,,2018
4578,Movie 4578,Horror,4.9,150,300,Nolan,Actor E,2018
4579,Movie 4579,Thriller,,10,80,Nolan,,2017
4580,Movie 4580,Fantasy,4,,,Rajamouli,Actor E,2016
4581,Movie 4581,Horror,6,150,80,Nolan,,
4582,Movie 4582,Comedy,7,60,80,Nolan,,2016
4583,Movie 4583,Thriller,5.7,60,80,Cameron,Actor D,2015
4584,Movie 4584,Action,4.1,100,20,Cameron,Actor A,
4585,Movie 4585,Thriller,7.7,,80,Spielberg,Actor B,
4586,Movie 4586,Sci-Fi,8.2,,80,Cameron,Actor A,
4587,Movie 4587,Romance,8.9,,80,Scorsese,Actor B,2018
4588,Movie 4588,Sci-Fi,6.2,100,150,Tarantino,Actor A,2019
4589,Movie 4589,Romance,4,,300,Tarantino,,2019
,Movie 4590,Romance,8.1,100,150,Rajamouli,Actor A,2021
4591,Movie 4591,Fantasy,3.7,100,20,,,2017
4592,Movie 4592,Thriller,8,150,300,,Actor D,2020
4593,Movie 4593,Sci-Fi,6.5,10,20,Cameron,Actor B,2020
4594,Movie 4594,Comedy,7.4,60,,Rajamouli,Actor E,2018
4595,Movie 4595,Drama,7.2,,600,Rajamouli,,
4596,Movie 4596,Fantasy,9.2,,,Rajamouli,Actor B,2018
4597,Movie 4597,Romance,8.9,,150,Rajamouli,Actor C,2021
4598,Movie 4598,Sci-Fi,,10,,Scorsese,Actor D,2020
4599,Movie 4599,Fantasy,6.3,60,600,Rajamouli,Actor C,2016
4600,Movie 4599,Comedy,8.4,100,600,Nolan,Actor D,2015
4601,Movie 4601,Thriller,9.1,30,150,,Actor A,2018
4602,Movie 4602,Romance,8.4,,150,Cameron,Actor B,2018
4603,Movie 4603,Romance,8.9,100,300,Rajamouli,,2022
4604,Movie 4604,Comedy,7.9,60,300,Cameron,Actor A,2021
4605,Movie 4605,Fantasy,6.3,60,150,Nolan,Actor E,2018
4606,Movie 4606,Action,7.1,30,150,Tarantino,Actor C,2022
,Movie 4607,Horror,8.3,150,150,Rajamouli,Actor B,2021
4608,Movie 4608,Sci-Fi,9.2,100,300,Rajamouli,,2018
4609,Movie 4609,Comedy,6.7,10,,,Actor E,2021
4610,Movie 4610,Thriller,3.7,30,,Tarantino,,2021
4611,Movie 4611,Sci-Fi,3.7,10,600,Nolan,Actor A,2016
4612,Movie 4612,Fantasy,4.1,10,600,Rajamouli,Actor E,2016
4613,Movie 4613,Romance,4.3,60,150,Spielberg,Actor B,2017
4614,Movie 4614,Fantasy,9,,,Scorsese,Actor B,2018
4615,Movie 4615,Horror,3.8,,600,Spielberg,Actor D,2020
4616,Movie 4616,Drama,7.5,100,300,,Actor D,2017
4617,Movie 4617,Sci-Fi,,150,,Nolan,Actor B,2021
4618,Movie 4618,Drama,4.4,30,,Rajamouli,Actor B,2019
4619,Movie 4619,Sci-Fi,9.4,100,300,Spielberg,Actor A,2017
4620,Movie 4620,Action,8.4,60,20,Tarantino,Actor B,2020
4621,Movie 4621,Drama,6.5,10,600,Spielberg,Actor E,2021
4622,Movie 4622,Comedy,8.3,30,150,Cameron,Actor C,2022
4623,Movie 4623,Sci-Fi,4.4,60,80,Nolan,Actor E,2015
,Movie 4624,Drama,5.8,30,20,Scorsese,,2015
4625,Movie 4624,Fantasy,3.7,150,300,,Actor C,2020
4626,Movie 4626,Sci-Fi,7.5,100,600,Cameron,Actor B,2018
4627,Movie 4627,Comedy,4.5,,600,Cameron,Actor D,2019
4628,Movie 4628,Horror,9.3,100,,Rajamouli,Actor E,2016
4629,Movie 4629,Action,9.4,,20,Tarantino,Actor E,2016
4630,Movie 4630,Drama,4.2,60,300,Cameron,,2018
4631,Movie 4631,Drama,8.2,30,150,,Actor A,2015
4632,Movie 4632,Thriller,4.6,30,,Spielberg,Actor D,2015
4633,Movie 4633,Sci-Fi,9.5,100,300,Scorsese,Actor D,2021
4634,Movie 4634,Romance,5.1,10,20,Scorsese,,2019
4635,Movie 4635,Thriller,5.2,60,300,,Actor A,2022
4636,Movie 4636,Comedy,,30,,Tarantino,Actor A,2016
4637,Movie 4637,Action,4.2,30,600,Rajamouli,,2015
4638,Movie 4638,Comedy,9.2,10,,Rajamouli,Actor B,2016
4639,Movie 4639,Thriller,4.3,30,150,Spielberg,Actor C,2020
4640,Movie 4640,Sci-Fi,3.7,10,300,Tarantino,Actor A,2018
,Movie 4641,Horror,9.1,,80,Nolan,,
4642,Movie 4642,Horror,6.4,,80,,Actor C,2021
4643,Movie 4643,Sci-Fi,4.4,60,600,Rajamouli,Actor E,2017
4644,Movie 4644,Fantasy,4.8,150,600,Rajamouli,Actor C,2021
4645,Movie 4645,Thriller,5.1,60,150,Spielberg,Actor D,2019
4646,Movie 4646,Drama,8.9,30,150,Spielberg,Actor A,2016
4647,Movie 4647,Horror,8.1,10,150,Rajamouli,Actor D,2020
4648,Movie 4648,Drama,3.7,100,150,Nolan,Actor D,2017
4649,Movie 4649,Sci-Fi,4,10,20,Cameron,,2016
4650,Movie 4649,Comedy,9.3,60,300,Nolan,Actor B,2020
4651,Movie 4651,Drama,6.5,30,80,Cameron,Actor D,2016
4652,Movie 4652,Romance,6.9,100,,,Actor A,2020
4653,Movie 4653,Sci-Fi,6.3,60,80,Scorsese,Actor B,
4654,Movie 4654,Fantasy,4,100,600,Spielberg,Actor D,
4655,Movie 4655,Sci-Fi,,10,,Nolan,Actor A,2021
4656,Movie 4656,Action,4.9,,,Tarantino,Actor B,
4657,Movie 4657,Comedy,9.4,30,80,Spielberg,,
,Movie 4658,Romance,7.3,10,300,Spielberg,,2017
4659,Movie 4659,Thriller,3.6,150,20,Tarantino,Actor D,2018
4660,Movie 4660,Drama,9.3,100,20,,Actor A,2021
4661,Movie 4661,Sci-Fi,9.2,60,150,Spielberg,Actor B,
4662,Movie 4662,Sci-Fi,6.1,100,20,Cameron,,2019
4663,Movie 4663,Horror,8.1,,150,Nolan,,2020
4664,Movie 4664,Comedy,3.6,60,300,Cameron,Actor B,
4665,Movie 4665,Drama,8.3,150,600,Spielberg,,2016
4666,Movie 4666,Drama,8.8,,150,Spielberg,Actor B,2017
4667,Movie 4667,Romance,4.9,10,150,Nolan,Actor C,2017
4668,Movie 4668,Drama,8.3,60,20,Cameron,,2018
4669,Movie 4669,Fantasy,4.9,30,,Spielberg,Actor E,2021
4670,Movie 4670,Thriller,7.2,150,150,Cameron,Actor B,2020
4671,Movie 4671,Romance,9.5,60,150,Rajamouli,Actor A,2020
4672,Movie 4672,Fantasy,8,,20,,Actor D,
4673,Movie 4673,Comedy,9.4,,150,Spielberg,Actor A,2019
4674,Movie 4674,Horror,,60,600,Rajamouli,Actor E,
,Movie 4674,Thriller,8.9,100,20,Nolan,Actor E,2017
4676,Movie 4676,Thriller,7,60,,Tarantino,,2020
4677,Movie 4677,Drama,5.5,30,150,Tarantino,Actor B,2020
4678,Movie 4678,Thriller,5.7,150,300,Tarantino,Actor A,2021
4679,Movie 4679,Action,4.2,10,300,Cameron,,2019
4680,Movie 4680,Sci-Fi,8.8,30,300,Nolan,Actor B,
4681,Movie 4681,Thriller,8.1,100,20,Scorsese,Actor C,2015
4682,Movie 4682,Sci-Fi,6.2,100,300,Cameron,Actor C,2021
4683,Movie 4683,Sci-Fi,6,100,20,,,2015
4684,Movie 4684,Fantasy,3.7,,300,Spielberg,Actor C,
4685,Movie 4685,Action,8.7,10,20,Nolan,Actor E,2015
4686,Movie 4686,Sci-Fi,8.7,150,600,Scorsese,Actor A,2019
4687,Movie 4687,Romance,7.1,100,,Tarantino,Actor C,2017
4688,Movie 4688,Thriller,9.4,,300,Spielberg,Actor A,2015
4689,Movie 4689,Sci-Fi,5.5,,600,Nolan,Actor B,2022
4690,Movie 4690,Comedy,8.7,10,150,Scorsese,Actor D,
4691,Movie 4691,Fantasy,8.2,60,300,Nolan,Actor D,2020
,Movie 4692,Action,8.5,60,20,Spielberg,Actor D,2020
4693,Movie 4693,Fantasy,,30,600,Rajamouli,Actor C,2020
4694,Movie 4694,Action,8.2,60,150,Scorsese,,2015
4695,Movie 4695,Comedy,8,10,,Scorsese,Actor A,
4696,Movie 4696,Horror,4.1,30,150,Spielberg,Actor D,2017
4697,Movie 4697,Sci-Fi,6.5,,150,Tarantino,Actor D,
4698,Movie 4698,Romance,8.8,150,300,Scorsese,Actor A,2020
4699,Movie 4699,Fantasy,5.3,,80,Rajamouli,Actor C,2019
4700,Movie 4699,Romance,6.6,60,20,Rajamouli,Actor C,2017
4701,Movie 4701,Sci-Fi,5.4,100,300,,Actor D,2016
4702,Movie 4702,Drama,5.2,30,150,Spielberg,Actor E,2021
4703,Movie 4703,Thriller,9.2,100,20,Cameron,Actor C,2016
4704,Movie 4704,Horror,5.4,60,300,Nolan,Actor D,2019
4705,Movie 4705,Comedy,8.6,30,20,Scorsese,Actor B,2017
4706,Movie 4706,Action,4.6,,80,Tarantino,Actor A,2015
4707,Movie 4707,Fantasy,4.4,,300,Nolan,Actor B,2021
4708,Movie 4708,Sci-Fi,7.3,10,80,Spielberg,,2020
,Movie 4709,Comedy,4.9,100,300,Scorsese,Actor E,2016
4710,Movie 4710,Romance,8.4,,80,Tarantino,Actor B,2022
4711,Movie 4711,Drama,5.1,30,,Nolan,Actor C,2020
4712,Movie 4712,Thriller,,,20,Tarantino,Actor D,2017
4713,Movie 4713,Comedy,6.4,100,300,,,2022
4714,Movie 4714,Comedy,4.9,10,20,Spielberg,Actor A,2016
4715,Movie 4715,Action,3.7,100,80,Spielberg,,2021
4716,Movie 4716,Drama,9.4,150,300,Spielberg,Actor A,2015
4717,Movie 4717,Action,5.9,,,Nolan,Actor E,2017
4718,Movie 4718,Fantasy,5.3,30,,Nolan,Actor C,2018
4719,Movie 4719,Drama,8.5,150,600,Spielberg,,2016
4720,Movie 4720,Thriller,8.5,10,600,Cameron,,2020
4721,Movie 4721,Sci-Fi,6.9,150,,,Actor C,2020
4722,Movie 4722,Action,4,,,Nolan,Actor E,2019
4723,Movie 4723,Thriller,8.5,,20,,Actor D,2019
4724,Movie 4724,Comedy,4.9,10,,Spielberg,Actor B,
4725,Movie 4724,Action,3.6,100,20,Tarantino,Actor E,2018
,Movie 4726,Romance,3.7,100,300,Spielberg,Actor D,2017
4727,Movie 4727,Action,6.2,60,,Tarantino,,2017
4728,Movie 4728,Sci-Fi,8.3,150,80,,,2019
4729,Movie 4729,Fantasy,8.3,150,150,Cameron,Actor E,2018
4730,Movie 4730,Thriller,3.9,10,20,,Actor D,2021
4731,Movie 4731,Action,,10,600,Spielberg,Actor B,2019
4732,Movie 4732,Action,7.8,60,300,Spielberg,Actor C,2018
4733,Movie 4733,Comedy,4.3,60,150,Spielberg,Actor B,2015
4734,Movie 4734,Fantasy,3.8,30,80,Nolan,Actor E,2019
4735,Movie 4735,Horror,7.3,100,600,Spielberg,Actor E,2017
4736,Movie 4736,Sci-Fi,8.8,150,20,,,2020
4737,Movie 4737,Romance,5.2,60,,Nolan,Actor D,2022
4738,Movie 4738,Action,7.3,10,300,Scorsese,Actor D,2016
4739,Movie 4739,Drama,4.5,10,,Rajamouli,Actor C,2017
4740,Movie 4740,Horror,9.2,60,600,Tarantino,Actor D,2017
4741,Movie 4741,Comedy,7.3,30,300,Tarantino,Actor E,2017
4742,Movie 4742,Thriller,4,150,300,Tarantino,Actor E,2020
,Movie 4743,Drama,8.7,60,20,Cameron,Actor A,2016
4744,Movie 4744,Drama,5.8,,600,Rajamouli,Actor E,
4745,Movie 4745,Romance,4.2,10,150,Nolan,Actor B,2016
4746,Movie 4746,Sci-Fi,7.5,100,20,Rajamouli,,2022
4747,Movie 4747,Horror,4.2,100,80,Rajamouli,Actor E,2018
4748,Movie 4748,Horror,8.5,30,300,Tarantino,Actor A,2022
4749,Movie 4749,Fantasy,9.5,10,,Tarantino,,2017
4750,Movie 4749,Horror,,10,20,Tarantino,Actor B,2015
4751,Movie 4751,Action,5.8,150,600,Tarantino,,2020
4752,Movie 4752,Thriller,8.6,10,,Scorsese,,2016
4753,Movie 4753,Action,8.7,10,,Nolan,,2019
4754,Movie 4754,Comedy,4.1,10,20,Tarantino,Actor D,2020
4755,Movie 4755,Drama,8.9,30,150,Rajamouli,Actor E,2019
4756,Movie 4756,Fantasy,5.4,30,600,,Actor B,2022
4757,Movie 4757,Sci-Fi,9.3,30,20,Nolan,Actor B,2015
4758,Movie 4758,Drama,6.7,10,80,Rajamouli,Actor E,2022
4759,Movie 4759,Comedy,7,,20,Scorsese,,2020
,Movie 4760,Comedy,5.5,60,150,Cameron,Actor E,2016
4761,Movie 4761,Thriller,5.8,60,80,Nolan,Actor D,2016
4762,Movie 4762,Horror,4.6,10,20,Rajamouli,Actor E,2015
4763,Movie 4763,Horror,4.5,60,80,,Actor D,2020
4764,Movie 4764,Comedy,6.9,,150,Scorsese,Actor A,2020
4765,Movie 4765,Thriller,4.2,,80,Spielberg,Actor A,2022
4766,Movie 4766,Romance,6.9,150,20,Tarantino,Actor E,2017
4767,Movie 4767,Action,6.8,100,600,,Actor B,
4768,Movie 4768,Comedy,7.3,100,600,Tarantino,Actor B,2020
4769,Movie 4769,Thriller,,150,,Spielberg,Actor C,2015
4770,Movie 4770,Comedy,6.4,60,,Nolan,,2018
4771,Movie 4771,Comedy,7.7,60,80,Spielberg,,2016
4772,Movie 4772,Romance,8.3,,150,Cameron,Actor A,2016
4773,Movie 4773,Horror,4.9,10,80,Spielberg,Actor C,
4774,Movie 4774,Fantasy,7.5,100,20,Rajamouli,Actor E,
4775,Movie 4774,Sci-Fi,8.3,30,300,Cameron,Actor B,2020
4776,Movie 4776,Sci-Fi,9.1,,600,Spielberg,Actor E,2015
,Movie 4777,Fantasy,8.6,,,Nolan,Actor A,2022
4778,Movie 4778,Drama,5,100,300,Tarantino,Actor D,2015
4779,Movie 4779,Romance,4.9,150,150,Cameron,Actor E,2016
4780,Movie 4780,Drama,6.7,,20,Tarantino,Actor A,2019
4781,Movie 4781,Comedy,8.9,100,,Nolan,Actor E,2016
4782,Movie 4782,Drama,9.4,,150,Scorsese,Actor D,
4783,Movie 4783,Sci-Fi,5.1,10,150,Rajamouli,Actor C,2019
4784,Movie 4784,Comedy,5.1,60,20,Rajamouli,Actor D,2021
4785,Movie 4785,Thriller,4.9,,20,Tarantino,Actor E,2018
4786,Movie 4786,Thriller,8,,600,Rajamouli,Actor E,
4787,Movie 4787,Drama,3.6,,300,Tarantino,Actor C,2020
4788,Movie 4788,Fantasy,,150,,Rajamouli,Actor D,2018
4789,Movie 4789,Romance,6.9,30,600,Cameron,Actor B,2019
4790,Movie 4790,Action,7.5,10,80,Spielberg,Actor C,2022
4791,Movie 4791,Thriller,4.9,150,150,Spielberg,Actor A,2021
4792,Movie 4792,Sci-Fi,6.8,60,150,Cameron,Actor B,2018
4793,Movie 4793,Romance,7,10,300,Cameron,Actor B,2020
,Movie 4794,Drama,8.5,150,600,,Actor C,2022
4795,Movie 4795,Comedy,5.6,60,80,Rajamouli,,2021
4796,Movie 4796,Horror,4,60,,Spielberg,Actor B,2018
4797,Movie 4797,Fantasy,5.5,10,20,Nolan,Actor D,2021
4798,Movie 4798,Horror,4.6,150,20,Cameron,Actor A,2017
4799,Movie 4799,Sci-Fi,5.2,,150,Scorsese,Actor B,2017
4800,Movie 4799,Sci-Fi,6.8,100,600,Scorsese,Actor C,2017
4801,Movie 4801,Horror,7.9,30,300,Nolan,Actor B,
4802,Movie 4802,Fantasy,8,60,80,Rajamouli,Actor A,2021
4803,Movie 4803,Comedy,8.4,,150,Spielberg,Actor C,2020
4804,Movie 4804,Action,5.1,60,150,Tarantino,Actor E,2018
4805,Movie 4805,Sci-Fi,9,100,80,,Actor C,2017
4806,Movie 4806,Horror,6.4,,,Tarantino,Actor B,2020
4807,Movie 4807,Fantasy,,30,20,,Actor B,2016
4808,Movie 4808,Drama,4.1,,150,Nolan,Actor C,2017
4809,Movie 4809,Fantasy,4.9,100,20,Scorsese,Actor C,
4810,Movie 4810,Fantasy,3.7,60,80,Rajamouli,Actor C,
,Movie 4811,Comedy,6.3,30,600,,Actor A,2022
4812,Movie 4812,Sci-Fi,3.9,60,300,Spielberg,Actor C,2016
4813,Movie 4813,Horror,9.3,30,20,Tarantino,Actor E,2019
4814,Movie 4814,Thriller,8.1,10,,,Actor A,
4815,Movie 4815,Romance,5.2,150,600,Cameron,Actor B,2018
4816,Movie 4816,Drama,5.7,10,80,Scorsese,,2020
4817,Movie 4817,Romance,4.8,10,,Scorsese,Actor B,2018
4818,Movie 4818,Thriller,6,10,,Cameron,Actor B,2022
4819,Movie 4819,Sci-Fi,6.3,100,20,Tarantino,Actor B,2015
4820,Movie 4820,Drama,6.5,,600,Nolan,Actor B,2018
4821,Movie 4821,Sci-Fi,9.1,60,,Spielberg,Actor E,
4822,Movie 4822,Thriller,9.4,100,300,,,2020
4823,Movie 4823,Drama,8,,600,Rajamouli,Actor B,2020
4824,Movie 4824,Action,4.8,,600,Spielberg,Actor E,2020
4825,Movie 4824,Sci-Fi,5.8,60,600,Cameron,Actor C,
4826,Movie 4826,Horror,,30,20,Scorsese,,2017
4827,Movie 4827,Fantasy,4.5,10,150,Tarantino,Actor D,2022
,Movie 4828,Sci-Fi,4.1,60,20,Tarantino,,2015
4829,Movie 4829,Action,3.9,,150,Rajamouli,,2015
4830,Movie 4830,Drama,6.3,150,,Cameron,Actor E,2021
4831,Movie 4831,Action,7.1,100,600,Spielberg,Actor E,2018
4832,Movie 4832,Romance,9.2,,20,Nolan,Actor D,2019
4833,Movie 4833,Horror,3.7,,80,Tarantino,Actor D,2021
4834,Movie 4834,Thriller,4.5,10,20,Cameron,Actor A,2021
4835,Movie 4835,Comedy,8.9,30,,Spielberg,Actor A,2016
4836,Movie 4836,Thriller,4.7,30,150,Spielberg,Actor D,2017
4837,Movie 4837,Comedy,9.3,30,600,,Actor D,2022
4838,Movie 4838,Thriller,7.4,10,20,,Actor A,2018
4839,Movie 4839,Fantasy,4,30,80,Tarantino,Actor C,2016
4840,Movie 4840,Comedy,6.2,150,300,,Actor D,2016
4841,Movie 4841,Thriller,7.9,30,600,Tarantino,Actor D,2021
4842,Movie 4842,Drama,7.6,100,80,Cameron,Actor B,2019
4843,Movie 4843,Sci-Fi,5.5,,300,Nolan,,2018
4844,Movie 4844,Sci-Fi,5.3,,80,Cameron,Actor D,2015
,Movie 4845,Drama,,10,,,Actor C,2022
4846,Movie 4846,Fantasy,8.3,150,300,Tarantino,Actor E,2022
4847,Movie 4847,Fantasy,7.8,150,20,Nolan,Actor D,2016
4848,Movie 4848,Sci-Fi,4.3,10,300,Spielberg,Actor B,2020
4849,Movie 4849,Romance,4.7,30,80,Scorsese,Actor D,2021
4850,Movie 4849,Action,7.1,,20,,Actor B,2017
4851,Movie 4851,Horror,6,100,150,Scorsese,Actor C,2018
4852,Movie 4852,Drama,6.6,150,600,Spielberg,Actor B,2017
4853,Movie 4853,Comedy,3.6,60,20,Cameron,Actor C,2015
4854,Movie 4854,Fantasy,7.1,10,,Tarantino,Actor E,2017
4855,Movie 4855,Drama,5.4,150,,Rajamouli,,2017
4856,Movie 4856,Fantasy,7.6,,150,Spielberg,Actor A,2015
4857,Movie 4857,Romance,8.1,30,300,Rajamouli,Actor A,
4858,Movie 4858,Sci-Fi,8.4,60,600,Cameron,Actor B,2018
4859,Movie 4859,Fantasy,5.1,100,600,Scorsese,Actor C,2015
4860,Movie 4860,Sci-Fi,8.6,30,20,Rajamouli,Actor C,2021
4861,Movie 4861,Fantasy,7.7,150,300,Cameron,Actor E,2018
,Movie 4862,Romance,4.8,30,600,Rajamouli,,2019
4863,Movie 4863,Sci-Fi,6.9,150,80,Nolan,Actor D,2021
4864,Movie 4864,Fantasy,,150,300,,Actor A,2019
4865,Movie 4865,Fantasy,5.7,30,150,Scorsese,Actor B,2022
4866,Movie 4866,Comedy,8.6,60,,Tarantino,Actor A,2022
4867,Movie 4867,Fantasy,6,10,80,Cameron,Actor C,2020
4868,Movie 4868,Thriller,3.7,10,300,Spielberg,Actor C,2016
4869,Movie 4869,Fantasy,8.4,,20,Tarantino,Actor A,2021
4870,Movie 4870,Thriller,5.8,30,300,,Actor B,2016
4871,Movie 4871,Comedy,6.1,10,600,Nolan,Actor B,2020
4872,Movie 4872,Sci-Fi,6.9,60,600,Scorsese,,2022
4873,Movie 4873,Horror,7.9,30,80,Scorsese,Actor C,2021
4874,Movie 4874,Thriller,8.9,150,80,Rajamouli,Actor E,2021
4875,Movie 4874,Horror,6.3,30,600,Scorsese,Actor A,2020
4876,Movie 4876,Fantasy,3.7,,300,Cameron,,2017
4877,Movie 4877,Fantasy,3.7,,600,Tarantino,Actor E,2018
4878,Movie 4878,Horror,4.2,150,300,Scorsese,,2017
,Movie 4879,Action,8.5,10,300,Cameron,,2021
4880,Movie 4880,Horror,5.9,10,300,Spielberg,,2017
4881,Movie 4881,Romance,4.2,10,20,Cameron,Actor A,2022
4882,Movie 4882,Comedy,4.9,30,20,Cameron,,2015
4883,Movie 4883,Sci-Fi,,60,300,Scorsese,Actor A,2017
4884,Movie 4884,Thriller,5.3,10,300,Cameron,Actor D,2015
4885,Movie 4885,Fantasy,3.6,60,80,Cameron,Actor C,
4886,Movie 4886,Fantasy,6.1,10,20,Tarantino,,2019
4887,Movie 4887,Action,8.7,100,20,,,2019
4888,Movie 4888,Fantasy,3.8,100,300,Nolan,Actor B,2017
4889,Movie 4889,Sci-Fi,5.2,150,,,Actor B,2022
4890,Movie 4890,Comedy,6.4,30,,,Actor C,2016
4891,Movie 4891,Sci-Fi,8.7,60,,Rajamouli,Actor C,2018
4892,Movie 4892,Comedy,5.4,,80,Spielberg,Actor C,2018
4893,Movie 4893,Fantasy,6.9,,150,Scorsese,Actor B,2018
4894,Movie 4894,Drama,5.4,,600,Scorsese,Actor C,
4895,Movie 4895,Sci-Fi,6.4,100,300,Spielberg,Actor D,2018
,Movie 4896,Sci-Fi,6.5,60,300,,,2018
4897,Movie 4897,Action,6.1,30,80,Tarantino,Actor E,2020
4898,Movie 4898,Thriller,4.2,,20,Spielberg,Actor B,2020
4899,Movie 4899,Fantasy,9.5,,150,Rajamouli,Actor D,
4900,Movie 4899,Romance,4.3,,,Spielberg,,2017
4901,Movie 4901,Comedy,5.2,10,150,Nolan,Actor C,2021
4902,Movie 4902,Comedy,,30,80,Scorsese,,2015
4903,Movie 4903,Action,5.1,60,80,Scorsese,,2015
4904,Movie 4904,Romance,5,30,150,Rajamouli,Actor E,2017
4905,Movie 4905,Fantasy,3.8,150,600,Tarantino,Actor D,2016
4906,Movie 4906,Thriller,4.1,150,,Rajamouli,Actor C,2021
4907,Movie 4907,Action,7.6,30,80,Nolan,,2019
4908,Movie 4908,Fantasy,6.1,,600,,Actor A,2021
4909,Movie 4909,Sci-Fi,4.7,30,150,Nolan,Actor D,2017
4910,Movie 4910,Sci-Fi,4,60,80,Cameron,,
4911,Movie 4911,Romance,3.5,100,600,Cameron,Actor D,
4912,Movie 4912,Drama,4.9,30,300,Rajamouli,Actor C,2019
,Movie 4913,Drama,5.4,100,80,Spielberg,Actor C,2019
4914,Movie 4914,Action,7,,20,Scorsese,Actor A,2016
4915,Movie 4915,Action,3.6,60,600,Cameron,Actor D,
4916,Movie 4916,Drama,3.9,100,20,Cameron,Actor E,2021
4917,Movie 4917,Thriller,4.8,,300,Scorsese,Actor A,2017
4918,Movie 4918,Horror,6.1,30,300,Rajamouli,Actor C,2015
4919,Movie 4919,Drama,9,30,80,Rajamouli,Actor E,2020
4920,Movie 4920,Sci-Fi,9.1,10,300,,Actor A,2018
4921,Movie 4921,Romance,,60,80,,Actor D,2022
4922,Movie 4922,Romance,6.7,10,20,Spielberg,Actor A,2015
4923,Movie 4923,Horror,7.8,60,80,Spielberg,Actor A,2018
4924,Movie 4924,Action,5,30,600,Nolan,Actor C,2017
4925,Movie 4924,Sci-Fi,8.3,,150,Nolan,Actor A,2015
4926,Movie 4926,Horror,9.3,60,150,Scorsese,Actor B,2022
4927,Movie 4927,Horror,5.2,30,20,Cameron,,2017
4928,Movie 4928,Thriller,6.6,10,600,Scorsese,Actor B,2019
4929,Movie 4929,Fantasy,4.4,100,150,Nolan,Actor B,2018
,Movie 4930,Fantasy,8.8,30,80,Scorsese,Actor B,2016
4931,Movie 4931,Thriller,9.5,10,20,Cameron,,2020
4932,Movie 4932,Comedy,6.7,150,300,Scorsese,Actor C,2018
4933,Movie 4933,Romance,8.5,,,Tarantino,Actor E,2018
4934,Movie 4934,Thriller,9.3,100,20,Nolan,,2016
4935,Movie 4935,Romance,3.9,,80,Tarantino,,2017
4936,Movie 4936,Romance,8.7,100,300,Cameron,Actor A,2015
4937,Movie 4937,Horror,7.1,,600,Rajamouli,,2021
4938,Movie 4938,Action,9.2,,80,Spielberg,Actor E,2022
4939,Movie 4939,Romance,4.2,60,600,Rajamouli,Actor A,2017
4940,Movie 4940,Thriller,,10,150,Spielberg,Actor C,2019
4941,Movie 4941,Drama,3.7,60,600,Tarantino,Actor D,2020
4942,Movie 4942,Sci-Fi,8.7,60,150,Nolan,Actor D,2020
4943,Movie 4943,Horror,8.1,100,600,Scorsese,Actor D,2022
4944,Movie 4944,Sci-Fi,4.2,,20,Scorsese,,2016
4945,Movie 4945,Fantasy,8.4,10,20,Tarantino,,2022
4946,Movie 4946,Romance,6.9,100,300,Tarantino,,2018
,Movie 4947,Drama,4.5,100,300,Scorsese,Actor E,2016
4948,Movie 4948,Drama,8.4,,150,Cameron,Actor C,2017
4949,Movie 4949,Horror,7.2,60,20,Rajamouli,,2019
4950,Movie 4949,Fantasy,8.8,10,,Scorsese,Actor D,
4951,Movie 4951,Fantasy,8.2,60,600,Spielberg,Actor A,
4952,Movie 4952,Romance,4.5,60,,Spielberg,Actor D,2017
4953,Movie 4953,Thriller,5,100,,Scorsese,Actor B,
4954,Movie 4954,Action,6.6,,,Spielberg,,2021
4955,Movie 4955,Romance,8.6,150,20,Tarantino,Actor C,2018
4956,Movie 4956,Comedy,8.6,100,600,Scorsese,Actor B,2018
4957,Movie 4957,Fantasy,6.4,100,150,Cameron,Actor E,2018
4958,Movie 4958,Action,8.7,60,150,Spielberg,Actor D,2021
4959,Movie 4959,Sci-Fi,,,80,Rajamouli,Actor E,2016
4960,Movie 4960,Comedy,7,150,300,,Actor D,2017
4961,Movie 4961,Drama,5.1,,,Rajamouli,Actor C,2019
4962,Movie 4962,Drama,7.7,150,300,Scorsese,Actor A,2021
4963,Movie 4963,Thriller,7.4,,20,Cameron,Actor C,2017
,Movie 4964,Thriller,5.3,150,80,Scorsese,Actor A,2015
